Id,UPC/SKU,Name,Description,Type,Price,Cost,MSRP,OnHand,Location,MinQty,Taxable1,Taxable2,GroupAtSale,Active,Categories,Favorites,Notes,NotesType
"509","","Halls extra strong x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"510","","Halls honey & lemon x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"511","","Halls strawberry x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"512","","Chupa chups stand x200","","S",22,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"513","","Bounty small x2457g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"514","","Bounty trio x21","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"515","","Ferrero rocher t3 x16","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"516","","Raffaello t4 x16","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"517","","Milky bar 40x25g","","S",14.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"518","","Kitkat double caramel 24x42g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"519","","Milka Oreo 20x100g","","S",12,10,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"520","","Milka daim 20x100g","","S",12,10,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"521","","Milka hazelnut 20x100g","","S",12,10,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"522","","Milka strawberry 20x100g","","S",12,10,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"523","","Cadbury finger 129pm 12x114g","","S",11,8.39,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"524","","Always ultra long 14's x12","","S",16.8,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"525","","Always ultra ultra normal 2.29pm 16's x16","","S",25,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"526","","Always ultra long 16's x112","","S",16,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"527","","Always ultra normal plus 10's x16","","S",16,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"528","","Always ultra standard 12's x16","","S",16,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"529","","Always ultra night 7's x24","","S",24,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"530","","Always ultra super plus 8's x20","","S",20,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"531","","Always ultra night mega economy 28's x6","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"532","","Always discreet fresh 34's x12","","S",12,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"533","","Always classic night 8's x16","","S",15,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"534","","Always ultra thin 8's long x16","","S",16,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"535","","Always ultra thin 7's extra long x16","","S",16,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"536","","Always maxi thick normal 8's x18","","S",16,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"537","","Bodyform goodnight 10's x6","","S",8,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"538","","Bodyform super wings 12's x12","","S",13.5,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"539","","Bodyform normal wings 14's x12","","S",13.5,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"540","","Bodyform long wings 10's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"541","","Ultrex ultra fit 10's x12","","S",7,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"542","","Ultrex ultra slim 10's x12","","S",7,5,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"543","","Ultrex ultra plus 8's x12","","S",7,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"544","","Ultrex ultra night 8's x12","","S",7,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"545","","Tampax super plus 20's x8","","S",15,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"546","","Tampax super 20's x8","","S",15,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"547","","Tampax regular 20's x8","","S",15,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"548","","Tampax lites 20's x8","","S",15,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"549","","Durex extra safe condom 3's x12","","S",13,8,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"550","","gloves large 100's x1","","S",7,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"551","","Gloves medium  x1","","S",0.75,0.43,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"552","","Gloves large 16's x1","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"553","","Gloves medium 16's x1","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"554","","Gloves powdered large 100's x1","","S",5,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"555","","Gloves powdered medium 100's x1","","S",5,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"556","","Sponge scourers 10's","","S",6,4,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"557","","Jumbo car sponge x12","","S",7,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"558","","Essential turkey foil 600mm x3m x24","","S",20,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"559","","Essential kitchen foil 30cm x 5m x12","","S",6,4,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"560","","Essential perforated cling film 30cm x 30m x12","","S",9,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"561","","Essential  cling film 45cm x 300m x1","","S",9,7,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"562","","Essential greaseproof paper 375mm x 10m x12","","S",10,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"563","","Plastic water cups white 100's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"564","","Plastic water cups clear 100's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"565","","Paper plates ""7"" 35's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"566","","Paper plates ""9"" 30's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"567","","Plastic plates ""7"" 30's","","S",1,0.66,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"568","","Plastic plates ""9"" 15's","","S",1,0.66,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"569","","Plastic bowls 12oz 15's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"570","","Plastic divider plates 8's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"571","","Plastic forks 100's","","S",1,0.72,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"572","","Plastic spoons 80's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"573","","Plastic knifes 100's","","S",1,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"574","","Jumbo bags blue","","S",15,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"575","","Jumbo bags white","","S",15,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"576","","Extra jumbo bags white 500's","","S",13,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"577","","Carry bags blue 15mu","","S",9.5,8.5,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"578","","Carry bags white 15mu","","S",9.5,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"579","","Carry bags red 15mu","","S",9.5,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"580","","Carry bags blue 18mu","","S",13,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"581","","T-shirt blue bag 2000's","","S",12,10,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"582","","T-shirt white bag 2000's","","S",12,10,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"583","","Bottle bags white","","S",13.5,11.8,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"584","","Bottle bags black","","S",13.5,11.8,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"585","","Stripe bags 2000's","","S",12,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"586","","Vegetable roll x20","","S",22,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"587","","Dustbin bags 10's x20","","S",8,6.25,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"588","","Dustbin bags 20's x20","","S",13,10.5,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"589","","Garden bags x20","","S",13,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"590","","Royal market refuse sacks 20's 18x29""x34"" x30","","S",22,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"591","","Royal market refuse sacks 10's 180 gauge 18x29""x39 x30","","S",23,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"592","","Royal market garden sacks 10's x30","","S",23,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"593","","Royal market rubble sacks 5's x30","","S",23,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"594","","Essential hd refuse sacks 20's (29x33) x30","","S",22,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"595","","Essential hd garden sacks 10's (28x38.25) x30","","S",22,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"596","","Flap jacks mix x20","","S",8,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"597","","Flap jacks chocolate x20","","S",8,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"598","","Flap jacks white chocolate x20","","S",8,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"599","","Flap jacks dark & white mix x20","","S",8,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"600","","Apple tart","","S",1.1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"601",""," party Waffers vanilla","","S",1.2,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"602","","Quickbury lemon cake","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"603","","Quickbury chocolate cake","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"604","","Quickbury marble cake","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"605","","Lemon cake 1.29pm","","S",0.9,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"606","","Chocolate cake 1.29pm","","S",0.9,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"607","","Alovera natural 500ml x20","","S",15,0,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"608","","Alovera strawberry 500ml x20","","S",14,0,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"609","","Alovera pineapple 500ml x20","","S",14,0,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"610","","Alovera mango 500ml x20","","S",14,0,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"611","","Alovera lychee 500ml x20","","S",14,0,0,0,"",0,N,N,N,Y,"Alovera",,"",S
"612","","Nestle rolo 36x52g","","S",16,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"613","","Nestle drifter x42","","S",17,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"614","","Chocolate pastry","","S",1,0,1.39,0,"",0,N,N,N,Y,"Cake",,"",S
"615","","Honey pastry","","S",1,0,1.39,0,"",0,N,N,N,Y,"Cake",,"",S
"616","","Chewits fruit x24","","S",6,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"618","","Galaxy cookie crumble £1pm x24","","S",18,15.6,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"617","","Galaxy smooth milk £1pm x24","","S",18,15.6,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"619","","Crunchie x48","","S",18,15.5,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"620","","Reese's nut bar","","S",9,7.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"621","","Boost x48","","S",21,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"622","","Chewits ice x24","","S",6,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"623","","Maltesers 121gx20","","S",25,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"624","","Galaxy Minstrels 1pm 16x105g","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"625","","Soothers cheers","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"626","","Soothers strawberry","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"627","","Soothers preach","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"628","","Soothers blackurrant","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"629","","Galaxy honey £1pm x24","","S",18,15.6,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"630","","Galaxy caramel £1pm x24","","S",18,15.6,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"631","","Galaxy nut £1pm x24","","S",18,15.6,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"633","","Tago hazelnut","","S",0.9,0,1.29,0,"",0,N,N,N,Y,"Cake",,"",S
"634","","Tago cacao","","S",0.9,0,1.29,0,"",0,N,N,N,Y,"Cake",,"",S
"632","","Tasty banana","","S",1.1,0,1.49,0,"",0,N,N,N,Y,"Cake",,"",S
"635","","Jacobs cheddars £1.39pm x12","","S",10,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"636","","Cadbury Dairy milk areo x39","","S",16,11.7,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"637","","7 days max with cocoa 20x80g","","S",7,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"638","","7days double cocoa vanilla 20x80g","","S",7,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"639","","7 days max peanut cocoa 20x80g","","S",7,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"640","","7 days strawberry vanilla 20x80g","","S",7,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"641","","7days mini cocoa croissant 8x185g","","S",7,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"642","","7days mini champ. Croissants 8x185g","","S",7,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"643","","Tadim white chickpeas 12x200g","","S",15,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"644","","Tadim extra salted sunflower 12x200g","","S",15,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"645","","Tadim normal sunflower 12x400g","","S",28,23.76,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"646","","Nestle aero chocolate 36x36g","","S",16,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"647","","Maltesers teasers 24x35g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"648","","Kitkat mocha 24x45g","","S",9,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"649","","Cadbury starbar 32x49","","S",14,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"650","","Quickbury whole rye bread x12","","S",14,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"651","","Quickbury mixed cereal bread x12","","S",14,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"652","","Rowntree's fruit pastilles x32","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"653","","Galaxy Duet Caramel 24x37G","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"654","","Galaxy bubbles 24x31g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"655","","Fry's chocolate cream  54x49g","","S",26,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"656","","Reese's peanut butter cups 40x51g","","S",18.5,16.2,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"657","","Cadbury wispa 48x39g","","S",20,18,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"658","","Milky Way crispy rolls 65x25g","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"659","","Chewits strawberry","","S",6,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"660","","Bounty dark 24x57g","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"661","","M&M crispy 12x121g","","S",16.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"662","","M&M peanut 12x121g","","S",16.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"663","","Steroplaster fabric 16's x24","","S",12,8,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"664","","Steroplaster waterproof 16's","","S",10,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"665","","Essential candles white x25","","S",7,5.25,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"666","","Essential candles red x25","","S",7,5.25,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"667","","Yellow dusters 10's x12","","S",10,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"668","","Kinder joy x72","","S",52,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"669","","Cadbury dairy milk fruit&nut 48x49g","","S",22,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"670","","Galaxy cookie crumble 24x31g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"671","","Milky bar buttons x48","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"672","","Maryland big&chunky 8x180g","","S",8,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"673","","Pro plus tablet","","S",0,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"674","","Teasers 23x100g","","S",18,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"675","","Tadim roasted pumkin seeds 12x180g","","S",24,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"676","","Tadim extra salted sunflower 12x400g","","S",26,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"677","","Tadim normal sunflower 12x200g","","S",17,12.96,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"678","","Clipper platin x50","","S",10,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"679","","Extra gum peppermint x30","","S",8,6.9,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"680","","Vega pas mantecadas 10 units","","S",1.1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"681","","Vega pas madeira cakes 9 units","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"682","","Vega pas mini cake 12 units","","S",1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"683","","Dulcesol cheese cake 270g","","S",1.1,0,0,0,"",0,N,N,N,Y,"Cake",,"",S
"684","","Maryland soft baked 8x200g","","S",8,0,0,0,"",0,N,N,N,Y,"Biscuits",,"",S
"685","","Mr.tom 36x40g","","S",8,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"686","","Grinder x12","","S",6,3.5,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"687","","Milky bar 12x100g £1pm","","S",9.5,8.4,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"688","","Aero mint bar 36x36g","","S",16,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"689","","Tic tac 20x18g","","S",7,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"690","","Cadbury d.m marvellous 24x47g","","S",10,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"691","","Royal market refuse sacks 10's","","S",21,0,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"692","","Royal market refuse sacks 20's","","S",21,19,0,0,"",0,N,N,N,Y,"bags+foil+gloves+plates",,"",S
"693","","Kitkat 4 finger x24","","S",8.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"694","","Strepsils honey & lemon 16's","","S",10,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"695","","Milka happy cows 21x100g","","S",13,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"696","","Tadim roasted hazelnut 12x200g","","S",42,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"697","","Blunt Apple martini x25pcs","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"698","","Blunt cherry x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"699","","Blunt blueberry x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"700","","Blunt bubble gum x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"701","","Blunt watermelon x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"702","","Blunt grape a licious x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"",,"",S
"703","","Eazy pop sweet 16x100g","","S",7.5,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"704","","Eazy pop salted 16x100g","","S",7.5,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"705","","Galaxy ripple 36x32g","","S",14,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"706","","Jelly tots 36x42g","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"707","","Meray ceviz ici extra 12x150g","","S",18,14.4,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"708","","Meray antep fistik kavrulmus&tuzlu 12x150g","","S",24,17.88,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"709","","Meray fındık ici kavrulmus 12x150g","","S",26,19.44,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"710","","Meray Badem ici kavrulmus&tuzlu 12x150g","","S",26,20.04,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"711","","Meray kaju kavrulmus&tuzlu 12x150g","","S",19,15.48,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"712","","Meray kaju cig 12x150g","","S",18,14.04,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"713","","Meray Badem cig 12x150g","","S",27,21,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"714","","Meray black raisins 12x150g","","S",10,6.72,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"715","","Meray cranberries 12x150g","","S",14,10.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"716","","Meray golden sultana 12x150g","","S",11,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"717","","Meray peanut raw with skin 12x150g","","S",9,5.64,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"718","","Meray sesame peanut kernel 12x150g","","S",13,9,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"719","","Meray maize corn salted 12x200g","","S",10,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"720","","Meray corn bbq 12x200g","","S",10,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"721","","Meray corn chilli 12x200g","","S",10,6.84,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"722","","Meray trakya pumpkin seeds salted & roasted 12x200g","","S",16,12,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"723","","Meray nevsehir pumpkin seeds salted & roasted 12x200g","","S",18,11.04,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"724","","Meray ay cekirdegi kavrulmus & tuzlu 12x150g","","S",12,6.98,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"725","","Meray ay cekirdegi kavrulmus&tuzzus 12x150g","","S",12,6.98,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"726","","Meray ay cekirdegi kavrulmus&tuzlu 14x300g","","S",20,14.42,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"727","","Meray ay cekirdegi kavrulmus&tuzzus 14x300g","","S",20,14.42,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"728","","Meray ay cekirdegi kavrulmus & Bol tuzlu 14x300g","","S",20,14.42,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"729","","Kerem sunflower seeds roasted & salted 24x250g","","S",18,13.2,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"730","","Kerem sunflower seeds roasted & salted 16x110g","","S",8,4.26,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"731","","Kerem sunflower seeds ala salted & roasted 16x170g","","S",13,8.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"732","","Kerem sunflower seeds ala unsalted  16x170g","","S",13,8.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"733","","Hand made mix cookies 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"734","","Hand made peanut cookies 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"735","","Hand made sesame seeds 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"736","","Hand made sunflower seeds cookies 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"737","","Hand made scallops toffee 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"738","","Hand made cocoa & coconut 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"739","","Hand made horseshoe coconut 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"740","","Hand made pumkin cookies 350g","","S",1.4,0.97,0,0,"",0,N,N,N,Y,"Cake",,"",S
"741","","Blunt wrap purple x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"742","","Galaxy caramel 24x48g","","S",11.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"743","","Meray mix nut with raisin 12x170g","","S",21,16.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"744","","Meray mix nut salted 12x170g","","S",21,16.8,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"745","","Meray cashew  r&s  12x170g","","S",21,17.88,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"746","","Meray peanut skinless r&s 12x170g","","S",12,6.6,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"747","","Kerem chickpeas r&s 12x250g","","S",15,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
"748","","Mikado","","S",12,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"749","","Yumy yum","","S",4,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"750","","Blunt mello mango x25","","S",14,11.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"751","","KP peanuts roasted 24x50g","","S",12,0,0,0,"",0,N,N,N,Y,"Cerez",,"",S
